paper,chunk_id,text,characters
paper6,26,"Normalized values are used to mitigate the impact of interpatient variability for improved visualization.
1128
Reproductive Sciences 25(7)
Unfortunately, the lack of an objective method for uterine
activity quantification hampers progress in understanding and
treatment of these dysfunctions. This article studies for the first
time the feasibility of transabdominal electrohysterography in
the nonpregnant uterus. Electrohysterography measures the
biopotential underlying the physiological process of uterine
Figure 5. Value of the UFM indicator (average and standard deviation) for different features in each of the evaluated cycle phases. Normalized
values are used to mitigate the impact of interpatient variability for improved visualization. UFM indicates unnormalized first statistical moment.
Figure 6. Value of the MF indicator (average and standard deviation) for different features in each of the evaluated cycle phases. Normalized",942
paper6,27,"Figure 6. Value of the MF indicator (average and standard deviation) for different features in each of the evaluated cycle phases. Normalized
values are used to mitigate the impact of interpatient variability for improved visualization. MF indicates median frequency.
Sammali et al
1129
muscle contractions. Due to the lack of a golden standard for
uterine contraction assessment outside pregnancy, an indirect
validation approach is proposed in this study, which relies on
the different motility patterns reported for the uterus at differ-
ent stages of a physiological menstrual cycle. To this end,
nonpregnant healthy women are measured longitudinally, at
4 selected representative phases of the menstrual cycle,
namely, the EF, LF, EL, and LL phases.
During the cycle, the ovaries and the uterus undergo
hormone-dominated physiological changes that, in healthy
women, are functional to the establishment of a pregnancy. More
specifically, the ovaries undergo changes aiming at egg produc-",992
paper6,28,"hormone-dominated physiological changes that, in healthy
women, are functional to the establishment of a pregnancy. More
specifically, the ovaries undergo changes aiming at egg produc-
tion, while the uterus evolves synergistically to a progressively
more receptive status toward fertilized embryos. During the fol-
licular phase, the preparatory phase for egg release, the progres-
sive increase in uterine contraction frequency is thought to
facilitate sperm ascension toward the distal end of the fallopian
tubes, where fertilization takes place.4,5 After ovulation, the
uterus undergoes progressive relaxation that culminates during
the mid-luteal phase. This relaxation phase, which usually
occurs approximately 7 days after ovulation, may assist proper
embryo positioning in the uterine cavity and, thus, facilitate
embryo implantation.7,41 During menses, if no egg has been
fertilized to start a pregnancy, labor-like contractions promote",945
paper6,29,"embryo positioning in the uterine cavity and, thus, facilitate
embryo implantation.7,41 During menses, if no egg has been
fertilized to start a pregnancy, labor-like contractions promote
shedding the uterine lining and a new cycle begins.7,44,55,79-81
Based on validated approaches previously developed for
EHG analysis in pregnancy, in this study, a number of selected
features is extracted from the recorded EHG signal at each of
the representative phases of the menstrual cycle. Half of the 12
indicators here extracted from the recorded EHG show some
significant differences among phases. Consistent, significant
differences have been found between the EF phase and the
LL phase. Especially with the UFM indicator, the EF phase
shows consistent significant difference from all other phases.
This phase, which coincides with menses,57 also shows the
highest variability. Both these aspects, namely, its significant
difference from the other phases and the indicator variability,",981
paper6,30,"This phase, which coincides with menses,57 also shows the
highest variability. Both these aspects, namely, its significant
difference from the other phases and the indicator variability,
can be related to intermittent and cramping-like contractions
typical of menses. Previous studies on nonpregnant uteri have
in fact reported a wavelike, peristaltic activity of the uterus
during most of the menstrual cycle as opposed to menses and
parturition, when cramping-like contractions are alternated to
quiescent periods of inactivity.7,44,55,79-8181 Qualitative compar-
ison of the recordings of this study with signals recorded during
pregnancy with a similar protocol also indicates a more contin-
uous,peristalticactivity,rather thanalternationofcontractingand
quiescent periods of electrical activity (burst), which are typical
of pregnancy and observed more frequently duringmenses. Note-
worthy, as an initial step toward the use of EHG outside preg-",952
paper6,31,"quiescent periods of electrical activity (burst), which are typical
of pregnancy and observed more frequently duringmenses. Note-
worthy, as an initial step toward the use of EHG outside preg-
nancy, our approach is based on previous EHG studies in
pregnancy.
Due to the size increase and hormonal changes that the
uterus undergoes in pregnancy, some additional challenges
should be accounted for when using EHG measurements out-
side pregnancy. Yet, similarly to pregnancy, pressure increases
have also been measured during contractions outside
pregnancy,26,55 and spontaneous electrical activity has
been observed and recorded.55,82
Furthermore, the significance of the features extracted during
menses supports the employment of the proposed methods for
the investigation of dysfunctions related to menses, such as dys-
menorrhea.Future studies,aiming atdeveloping tailoredmethods
for the analysis of the EHG outside pregnancy, may also reveal",946
paper6,32,"the investigation of dysfunctions related to menses, such as dys-
menorrhea.Future studies,aiming atdeveloping tailoredmethods
for the analysis of the EHG outside pregnancy, may also reveal
significance differences between the LF and the luteal phases as
well as between different moments within the luteal phase.
All features show decreasing trend in their value along the
cycle. This decrease is mostly not significant but may reflect a
progressively more quiet state along the cycle that is in line with
the uterine function of promoting embryo implantation by
increased receptivity. In contrast, previous US and intrauterine
pregnancy measurements during the menstrual cycle evidenced
a progressive increase in contraction frequency and strength in
the follicular phase followed by a decrease in the luteal
phase,34,40,55 suggesting a role of estrogens as stimulator and
progesterone as inhibitor of uterine contractions.8,83,84 In gen-",940
paper6,33,"the follicular phase followed by a decrease in the luteal
phase,34,40,55 suggesting a role of estrogens as stimulator and
progesterone as inhibitor of uterine contractions.8,83,84 In gen-
eral, a direct comparison between the EHG features evaluated in
this work and the uterine contraction properties evidenced by
intrauterine pressure catheters and US should be cautiously eval-
uated; the fundamental different nature of the measurement
approaches used in this study and in the previous literature
(electrical vs mechanical) and the specific signal analysis
employed in this study should first be jointly evaluated in rela-
tion to the underlying physiological mechanisms, which are still
largely unknown.
We record the EHG signal transabdominally, using an elec-
trode patch containing 64 channels. Our choice for testing the
feasibility of transabdominal recording of the EHG, rather than
more invasive methods to evaluate uterine electrical activity, is",958
paper6,34,"trode patch containing 64 channels. Our choice for testing the
feasibility of transabdominal recording of the EHG, rather than
more invasive methods to evaluate uterine electrical activity, is
motivated by the urgent need for a cost-effective, noninvasive,
and easy-to-use method for deriving uterine activity in everyday
clinical practice. This abdominal approach does not take into
consideration the possible role of other organs, such as the blad-
der or the intestine, that also produce biopotential. Based on our
results, we may conclude that the main organ activity extracted
by our measurements is from the uterus. Additional evidence
that our signals are representative of uterine biopotential alone
is being researched. As for the electrodes chosen in this study, in
pregnancy, it has been demonstrated that the EHG can poten-
tially quantify amplitude, frequency, and, when arrays of elec-
trode are used, direction and velocity of contractions. The use of",966
paper6,35,"pregnancy, it has been demonstrated that the EHG can poten-
tially quantify amplitude, frequency, and, when arrays of elec-
trode are used, direction and velocity of contractions. The use of
a multichannel grid for the signal acquisition is here meant to
demonstrate the feasibility of multichannel EHG recording and
possibly open the way to future studies aiming at assessing
contraction direction and velocity. Eventually, the optimal inter-
electrode distance should be carefully evaluated in relation to the
increased depth at which the uterus lies into the pelvic cavity as
compared to pregnancy.
Conclusion
In conclusion, this study confirms that transabdominal EHG
measurements
are
a
feasible
option
to
investigate
1130
Reproductive Sciences 25(7)
noninvasively and objectively the activity of the nonpregnant
uterus. The standard analysis methods used in this study are, in
fact, already capable to single-out menses contractions from
the other representative cycle phases.",981
paper6,36,"uterus. The standard analysis methods used in this study are, in
fact, already capable to single-out menses contractions from
the other representative cycle phases.
These promising results motivate future work aiming at
optimizing the use of this technology. Dedicated approaches
should be researched to enable full characterization of uterine
contractions outside pregnancy and detect the different patterns
of physiological and pathological uterine activity. Supported
by dedicated ex-vivo and invasive electrophysiological studies,
our future efforts will focus on consolidating this feasibility
study, which paves the way to a full exploitation of the poten-
tial of electrohysterography to quantify the activity of the non-
pregnant uterus and improve management of dysfunctions
(possibly) related to altered uterine contractility, such as sub-
fertility, endometriosis, and dysmenorrhea.
Declaration of Conflicting Interests",930
paper6,37,"(possibly) related to altered uterine contractility, such as sub-
fertility, endometriosis, and dysmenorrhea.
Declaration of Conflicting Interests
The author(s) declared no potential conflicts of interest with respect to
the research, authorship, and/or publication of this article.
Funding
The author(s) disclosed receipt of the following financial support for
the research, authorship, and/or publication of this article: This work
was supported by an unconditional Veni grant from the Dutch Tech-
nology Foundation STW (project number 12472).
ORCID iD
Chiara Rabotti, MSc, PhD
http://orcid.org/0000-0001-8865-1219
References
1. Pusey J, Kelly WA, Bradshaw JM, Porter DG. Myometrial activ-
ity and the distribution of blastocysts in the uterus of the rat:
interference by relaxin. Biol Reprod. 1980;23(2):394-397.
2. Rogers P, Murphy CR, Squires KR, MacLennan AH. Effects of
relaxin on the intrauterine distribution and antimesometrial posi-",943
paper6,38,"interference by relaxin. Biol Reprod. 1980;23(2):394-397.
2. Rogers P, Murphy CR, Squires KR, MacLennan AH. Effects of
relaxin on the intrauterine distribution and antimesometrial posi-
tioning and orientation of rat blastocysts before implantation.
J Reprod Fertil. 1983;68(2):431-435.
3. McLaren A, Michie D. The spacing of implantations in the mouse
uterus. Mem Soc Endocrinol. 1959;6:65-74.
4. Fanchin R, Ayoubi JM. Uterine dynamics: impact on the human
reproduction process. Reprod Biomed Online. 2009;18(suppl 2):
57-62.
5. Kunz G, Beil D, Deininger H, Wildt L, Leyendecker G. The
dynamics of rapid sperm transport through the female genital
tract: evidence from vaginal sonography of uterine peristalsis and
hysterosalpingoscintigraphy. Hum Reprod. 1996;11(3):627-632.
6. Kuijsters NPM, Methorst WG, Kortenhorst MSQ, Rabotti C, Mis-
chi M, Schoot BC. Uterine peristalsis and fertility: current knowl-
edge and future perspectives: a review and meta-analysis. Reprod",972
paper6,39,"6. Kuijsters NPM, Methorst WG, Kortenhorst MSQ, Rabotti C, Mis-
chi M, Schoot BC. Uterine peristalsis and fertility: current knowl-
edge and future perspectives: a review and meta-analysis. Reprod
Biomed Online. 2017;35(1):50-71
7. Bulletti C, de Ziegler D, Polli V, Diotallevi L, Del Ferro E, Fla-
migni C. Uterine contractility during the menstrual cycle. Hum
Reprod. 2000;15(suppl 1):81-89.
8. Kunz G, Noe M, Herbertz M, Leyendecker G. Uterine peristalsis
during the follicular phase of the menstrual cycle: effects of
oestrogen, antioestrogen and oxytocin. Hum Reprod Update.
1995;4(5):647-654.
9. IJland MM, Evers LH, Hoogland HJ. Velocity of endometrial
wavelike activity in spontaneous cycles. Fertil Steril. 1997;68:
72-75.
10. Bulletti C, de Ziegler D. Uterine contractility and embryo implan-
tation. Curr Opin Obstet Gynecol. 2006;17(3):265-276.
11. Leyendecker G, Kunz G, Wildt L, Beil D, Deininger H. Uterine
hyperperistalsis and dysperistalsis as dysfunctions of the mechan-",988
paper6,40,"tation. Curr Opin Obstet Gynecol. 2006;17(3):265-276.
11. Leyendecker G, Kunz G, Wildt L, Beil D, Deininger H. Uterine
hyperperistalsis and dysperistalsis as dysfunctions of the mechan-
ism of rapid sperm transport in patients with endometriosis and
infertility. Hum Reprod. 1996;11(7):1542-1551.
12. Whitman-Elia GF, Baxley EG. A primary care approach to the
infertile couple. J Am Board Fam Pract. 2001;14:33-45.
13. de Graaff AA, Land JA, Kessels AG, Evers JL. Demographic age
shift toward later conception results in an increased age in the
subfertile population and an increased demand for medical care.
Fertil Steril. 2011;95(1):61-63.
14. Boivin J, Bunting L, Collins JA, Nygren KG. International esti-
mates of infertility prevalence and treatment-seeking: potential
need and demand for infertility medical care. Hum Reprod.
2007;22:1506-1512.
15. Moreau C, Bouyer J, Ducot B, Spira A, Slama R. When do invo-
luntarily infertile couples choose to seek medical help?. Fertil",981
paper6,41,"2007;22:1506-1512.
15. Moreau C, Bouyer J, Ducot B, Spira A, Slama R. When do invo-
luntarily infertile couples choose to seek medical help?. Fertil
Steril. 2010;93:737-744.
16. Andersen AN, Goossens V, Ferraretti AP. Assisted reproductive
technology in Europe, 2004: results generated from European
registers by ESHRE. Human Reprod. 2008;23(4):756-771.
17. Fanchin R, Righini C, Olivennes F, Taylor S, de Ziegler D, Fryd-
man R. Uterine contractions at the time of embryo transfer alter
pregnancy rates after in-vitro fertilization. Hum Reprod. 1998;
13(7):1968-1974.
18. Tabibzadeh S, Babaknia A. The signals and molecular pathways
involved in implantation, a symbiotic interaction between blasto-
cyst and endometrium involving adhesion and tissue invasion.
Human Reprod. 1995;10(6):1579-1602.
19. Yoshinaga K. Uterine receptivity for blastocyst implantation. Ann
N Y Acad Sci. 1988;541:424-431.
20. Paulson RJ, Sauer MV, Lobo RA. Factors affecting embryo",958
paper6,42,"Human Reprod. 1995;10(6):1579-1602.
19. Yoshinaga K. Uterine receptivity for blastocyst implantation. Ann
N Y Acad Sci. 1988;541:424-431.
20. Paulson RJ, Sauer MV, Lobo RA. Factors affecting embryo
implantation after human in vitro fertilization: a hypothesis. Am
J Obstet Gynecol. 1990;163(6 Pt 1):2020-2023.
21. Knutzen V, Stratton CJ, Sher G, McNamee PI, Huang TT, Soto-
Albors C. Mock embryo transfer in early luteal phase, the cycle
before in vitro fertilization and embryo transfer: a descriptive
study. Fertil Steril. 1992;57(1):156-162.
22. Fanchin R, Ayoubi JM, Righini C, Olivennes F, Scho¨nauer LM,
Frydman R. Uterine contractility decreases at the time of blasto-
cyst transfers. Hum Reprod. 2001;16(6):1115-1119.
23. Pierzynski P, Reinheimer TM, Kuczynski W. Oxytocin antago-
nists may improve infertility treatment. Fertil Steril. 2007;88(1):
213.e19-22.
24. Lesny P, Killick SR, Tetlow RL, Robinson J, Maguiness SD.
Embryo transfer – can we learn anything new from the observa-",992
paper6,43,"213.e19-22.
24. Lesny P, Killick SR, Tetlow RL, Robinson J, Maguiness SD.
Embryo transfer – can we learn anything new from the observa-
tion of junctional zone contractions?. Hum Reprod. 1998;13(6):
1540-1546.
25. Durain D. Primary dysmenorrhea: assessment and management
update. J Midwifery Womens Health. 2004;49(6):520-528.
Sammali et al
1131
26. Csapo AI, Pinto-Dantas CR. The cyclic activity of the nonpreg-
nant human uterus. A new method for recording intrauterine pres-
sure. Fertil Steril. 1966;17:34-38.
27. Acie´n P, Velasco I. Endometriosis: a disease that remains enig-
matic. ISRN Obstet Gynecol. 2013;2013:12.
28. Gupta S. Pathogenic mechanisms in endometriosis-associated
infertility. Fertil Steril. 2008;90:247-257.
29. Bulletti C, De Ziegler D, Polli V, Del Ferro E, Palini S, Flamigni
C. Characteristics of uterine contractility during menses in
women with mild to moderate endometriosis. Fertil Steril.
2002;77(6):1156-1161.",944
paper6,44,"C. Characteristics of uterine contractility during menses in
women with mild to moderate endometriosis. Fertil Steril.
2002;77(6):1156-1161.
30. De Ziegler D. Endometriosis and infertility: pathophysiology and
management. Lancet. 2010;376:730-738.
31. Martinez-Gaudio M, Yoshida T, Bengtsson LP. Propagated and
nonpropagated myometrial contractions in normal menstrual
cycles. Am J Obstet Gynecol. 1973;115(1):107-111.
32. Orisaka M. A comparison of uterine peristalsis in women with
normal uteri and uterine leiomyoma by cine magnetic resonance
imaging. Eur J Obstet Gynecol Reprod Biol. 2007;135:111-115.
33. Togashi K. Uterine contractility evaluated on cine magnetic reso-
nance imaging. Ann N Y Acad Sci. 2007;1101:62-71.
34. Lyons EA, Taylor PJ, Zheng XH, Ballard G, Levi CS, Kredentser
JV. Characterization of subendometrial myometrial contractions
throughout the menstrual cycle in normal fertile women. Fertil
Steril. 1991;55(4):771-774.",946
paper6,45,"JV. Characterization of subendometrial myometrial contractions
throughout the menstrual cycle in normal fertile women. Fertil
Steril. 1991;55(4):771-774.
35. Birnholz JC. Ultrasonic visualization of endometrial movements.
Fertil Steril. 1984; 41:157-158.
36. Abramowicz JS, Archer DF. Uterine endometrial peristalsis – a
transvaginal ultrasound study. Fertil Steril. 1990;54(3):451-454.
37. de Vries K. Contractions of the inner third of the myometrium.
Am J Obstet Gynecol. 1990;162:679-682.
38. Oike K. A study on the endometrial movement and serum hormo-
nal level in connection with uterine contraction. Nihon Sanka
Fujinka Gakkai Zasshi. 1990;42:86-92.
39. Chalubinski K. Vaginosonography for recording of cycle-related
myometrial contractions. Fertil Steril. 1993;59:225-228.
40. Ijland MM, Evers JL, Dunselman GA, van Katwijk C, Lo CR,
Hoogland HJ. Endometrial wavelike movements during the men-
strual cycle. Fertil Steril. 1996;65:746-769.",948
paper6,46,"40. Ijland MM, Evers JL, Dunselman GA, van Katwijk C, Lo CR,
Hoogland HJ. Endometrial wavelike movements during the men-
strual cycle. Fertil Steril. 1996;65:746-769.
41. IJland MM, Evers JL, Dunselman GA, Volovics L, Hoogland HJ.
Relation between endometrial wavelike activity and fecundability
in spontaneous cycles. Fertil Steril. 1997;67:492-496.
42. Ijland MM, Evers JL, Dunselman GA, Hoogland HJ. Endometrial
wavelike activity, endometrial thickness, and ultrasound texture
in controlled ovarian hyperstimulation cycles. Fertil Steril. 1998;
70(2):279-283.
43. IJland MM, Hoogland HJ, Dunselman GA, Lo CR, Evers JL.
Endometrial wave direction switch and the outcome of in vitro
fertilization. Fertil Steril. 1999;71(3):476-481.
44. van Gestel I. Endometrial wave-like activity in the non-pregnant
uterus. Hum Reprod Update. 2003;9:131-138.
45. Finberg HJ. Whither (Wither?) the ultrasound specialist?. J Ultra-
sound Med. 2004;23:1543-1547.",946
paper6,47,"uterus. Hum Reprod Update. 2003;9:131-138.
45. Finberg HJ. Whither (Wither?) the ultrasound specialist?. J Ultra-
sound Med. 2004;23:1543-1547.
46. Solomon MJ, McLeod RS, Cohen EK, Simons ME, Wilson S.
Reliability and validity studies of endoluminal ultrasonography
for anorectal disorders. Dis Colon Rectum. 1994;37(6):546-551.
47. Lucovnik M, Kuon RJ, Chambliss LR. Use of uterine electromyo-
graphy to diagnose term and preterm labor. Acta Obstet Gynecol
Scand. 2011;90(2):150-157.
48. Rabotti C, Mischi M, van Laar J, Oei G, Bergmans J. Electro-
hysterographic analysis of uterine contraction propagation with
labor progression: a preliminary study. Conf Proc IEEE Eng Med
Biol Soc. 2007;2007:4135-4138.
49. Rabotti C, Oei SG, van’t Hooft J, Mischi M. Comment to electro-
hysterographic propagation velocity for preterm delivery predic-
tion. Am J Obstet Gynecol. 2011;205:e9-e10.
50. Vinken MP, Rabotti C, Mischi M, van Laar JO, Oei SG.",941
paper6,48,"hysterographic propagation velocity for preterm delivery predic-
tion. Am J Obstet Gynecol. 2011;205:e9-e10.
50. Vinken MP, Rabotti C, Mischi M, van Laar JO, Oei SG.
Nifedipine-induced changes in the electrohysterogram of preterm
contractions: feasibility in clinical practice. Obstet Gynecol Int.
2010;2010:325635.
51. van’t Hooft J, Rabotti C, Oei SG. Electrohysterographic evalua-
tion of preterm contractions in a patient with a unicornuate uterus.
Acta Obstet Gynecol Scand. 2013;92(6):730-733.
52. Mischi M, Chen C, Ignatenko T. Dedicated entropy measures for
early assessment of pregnancy progression from single-channel
electrohysterography. EEE Trans BiomedEng. 2018;65(4):
875-884.
53. Rabotti C, Mischi M. Propagation of electrical activity in uterine
muscle during pregnancy: a review. Acta Physiol. 2015;213:
406-416.
54. Maul H. The physiology of uterine contractions. Clin Perinatol.
2003;30:665-676.
55. Bulletti C, Prefetto RA, Bazzocchi G. Physiology: electromecha-",983
paper6,49,"406-416.
54. Maul H. The physiology of uterine contractions. Clin Perinatol.
2003;30:665-676.
55. Bulletti C, Prefetto RA, Bazzocchi G. Physiology: electromecha-
nical activities of human uteri during extra-corporeal perfusion
with ovarian steroids. Hum Reprod. 1993;8(10):1558-1563.
56. Shafik A. Electrohysterogram: study of the electromechanical
activity of the uterus in humans. Eur J Obstet Gynecol Reprod
Biol.1997;73(1):85-89.
57. Cramer D, Barbieri RL, Fraer AR, Harlow BL. Determinants of
early follicular phase gonadotrophin and estradiol concentrations
in women of late reproductive age. Hum Reprod. 2002;17(1):
221-227.
58. Rabotti C, Mischi M, Oei SG, Bergmans JW. Noninvasive esti-
mation of the electrohysterographic action-potential conduction
velocity. IEEE Trans Biomed Eng. 2010;57(9):2178-2187.
59. Xu L. Towards real-time estimation of muscle-fiber conduction
velocity using delay-locked loop. IEEE Trans Neural Syst Rehab
Eng. 2017;25(9):1453-1460.",970
paper6,50,"59. Xu L. Towards real-time estimation of muscle-fiber conduction
velocity using delay-locked loop. IEEE Trans Neural Syst Rehab
Eng. 2017;25(9):1453-1460.
60. Rabotti C, Mischi M, van Laar JO, Oei GS, Bergmans JW. Esti-
mation of internal uterine pressure by joint amplitude and fre-
quency analysis of electrohysterographic signals. Physiol Meas.
2008;29(7):829-841.
61. Rooijakkers MJ. Influence of electrode placement on signal qual-
ity for ambulatory pregnancy monitoring. Comput Math Methods
Med. 2014;2014.
62. Xu L. Novel vibration-exercise instrument with dedicated adap-
tive filtering for electromyographic investigation of neuromuscu-
lar activation. IEEE Trans Neural Syst Rehab Eng. 2013;21:
275-282.
63. Xu L, Rabotti C, Mischi M. Analysis of vibration exercise at
varying frequencies by different fatigue estimators. IEEE Trans
Neural Syst Rehabil Eng. 2016;24(12):1284-1293.
1132
Reproductive Sciences 25(7)
64. Maner WL, Garfield RE, Maul H, Olson G, Saade G. Predicting",989
paper6,51,"Neural Syst Rehabil Eng. 2016;24(12):1284-1293.
1132
Reproductive Sciences 25(7)
64. Maner WL, Garfield RE, Maul H, Olson G, Saade G. Predicting
term and preterm delivery with transabdominal uterine electro-
myography. Obstet Gynecol. 2003;101:1254-1260.
65. Buhimschi C, Boyle MB, Garfield RE. Electrical activity of the
human uterus during pregnancy as recorded from the abdominal
surface. Obstet Gynecol. 2011;90(1):102-111.
66. Garfield R, Maul H, Shi L. Methods and devices for the manage-
ment of term and preterm labor. Ann N Y Acad Sci. 2001;943:
203-224.
67. Rabotti C. Relationship between electrohysterogram and inter-
nal uterine pressure: a preliminary study. Conference proceed-
ings: . . . Annual International Conference of the IEEE
Engineering in Medicine and Biology Society. IEEE Eng Med
Biol Soc. 2006;1:1661-1664.
68. Rooijakkers MJ, Rabotti C, Oei SG, Aarts RM, Mischi M. Low-
complexity intrauterine pressure estimation using the Teager",959
paper6,52,"Biol Soc. 2006;1:1661-1664.
68. Rooijakkers MJ, Rabotti C, Oei SG, Aarts RM, Mischi M. Low-
complexity intrauterine pressure estimation using the Teager
energy operator on electrohysterographic recordings. Physiol
Meas. 2014;35(7):1215.
69. Evangelopoulos G, Maragos P. Multiband modulation energy
tracking for noisy speech detection. IEEE Trans Audio Speech
Lang Process. 2006;14:2024-2038.
70. Vinken MPGC, Rabotti C, Mischi M, Oei SG. Accuracy of
frequency-related parameters of the electrohysterogram for
predicting preterm delivery: a review of the literature. Obstet
Gynecol Surv. 2009;64:529-541.
71. Jezewski J, Horoba K, Matonia A, Wrobel J. Quantitative analysis
of contraction patterns in electrical activity signal of pregnant
uterus as an alternative to mechanical approach. Physiol Meas.
2005;26:753.
72. Devedeux D, Marque C, Mansour S, Germain G, Ducheˆne J.
Uterine electromyography: a critical review. Am J Obstet Gyne-
col. 1993;169:1636-1653.",962
paper6,53,"2005;26:753.
72. Devedeux D, Marque C, Mansour S, Germain G, Ducheˆne J.
Uterine electromyography: a critical review. Am J Obstet Gyne-
col. 1993;169:1636-1653.
73. Skowronski MD. Prediction of intrauterine pressure from electro-
hysterography using optimal linear filtering. IEEE Trans Biomed
Eng. 2006;53:1983-1989.
74. Marque CK, Terrien J, Rihana S, Germain G. Preterm labour
detection by use of a biophysical marker: the uterine electrical
activity. BMC Pregnancy Childbirth. 2007;7:S5.
75. Leman H, Marque C, Gondry J. Use of the electrohysterogram
signal for characterization of contractions during pregnancy.
IEEE Trans Biomed Eng. 1999;46(10):1222-1229.
76. Moslem B. Energy distribution analysis of uterine electromyogra-
phy signals. J Med Biol Eng. 2010;30:2010.
77. Bailey JJ. The triangular wave test for electrocardiographic devices:
a historical perspective. J Electrocardiol. 2004;37(suppl 1):71-73.
78. Tukey JW. Comparing individual means in the analysis of var-",981
paper6,54,"a historical perspective. J Electrocardiol. 2004;37(suppl 1):71-73.
78. Tukey JW. Comparing individual means in the analysis of var-
iance. Biometrics. 1949;5(2):99-114.
79. Hendricks CH. Inherent motility patterns and response character-
istics of the nonpregnant human uterus. Am J Obstet Gynecol.
1966;96(6):824-843.
80. Hendrick CH. A new technique for the study of motility in the
non-pregnant human uterus. BJOG. 1964;71:712-716.
81. Moawad AH, Bengtsson LP. In vivo studies of the motility pat-
terns of the nonpregnant human uterus: I. the normal menstrual
cycle. Am J Obstet Gynecol. 1967;98(8):1057-1064.
82. Popescu LM. Interstitial Cajal-like cells in human uterus and
fallopian tube. Ann N Y Acad Sci. 2007;1101:139-165.
83. Graham JD, Clarke CL. Physiological action of progesterone in
target tissues. Endocr Rev. 1997;18(4):502-519.
84. Noe M, Kunz G, Herbertz M, Mall G, Leyendecker G. The cyclic
pattern of the immunocytochemical expression of oestrogen and",974
paper6,55,"target tissues. Endocr Rev. 1997;18(4):502-519.
84. Noe M, Kunz G, Herbertz M, Mall G, Leyendecker G. The cyclic
pattern of the immunocytochemical expression of oestrogen and
progesterone receptors in human myometrial and endometrial
layers: characterization of the endometrial–subendometrial unit.
Hum Reprod. 1999;14(1):190-197.
Sammali et al
1133",349
paper7,0,"Physiological
Measurement
     
TOPICAL REVIEW
Electrohysterography in the diagnosis of preterm
birth: a review
To cite this article: J Garcia-Casado et al 2018 Physiol. Meas. 39 02TR01
 
View the article online for updates and enhancements.
You may also like
Uterine slow wave: directionality and
changes with imminent delivery
Monica Albaladejo-Belmonte, Gema Prats-
Boluda, Yiyao Ye-Lin et al.
-
Quantitative analysis of contraction
patterns in electrical activity signal of
pregnant uterus as an alternative to
mechanical approach
Janusz Jezewski, Krzysztof Horoba, Adam
Matonia et al.
-
A digital system for recording the electrical
activity of the uterus
S Snowden, N A B Simpson and J J
Walker
-
This content was downloaded from IP address 49.36.58.68 on 16/08/2026 at 17:41
© 2018 Institute of Physics and Engineering in Medicine
Acronyms
ACOG	
American College of Obstetricians and Gynecologists
ADASYN	
Adaptive synthetic sampling approach
ANN	
Artificial neural network
AR",983
paper7,1,"Acronyms
ACOG	
American College of Obstetricians and Gynecologists
ADASYN	
Adaptive synthetic sampling approach
ANN	
Artificial neural network
AR	
Autoregressive methods
AUC	
Area under curve
BPM	
Back propagation momentum
CL	
Cervical length
CNNM	
Competitive neural network
Electrohysterography in the diagnosis of preterm birth: a review
J Garcia-Casado1 , Y Ye-Lin1 , G Prats-Boluda1 , J Mas-Cabo1, J Alberola-Rubio2 and A Perales2
1	 Centro de Investigación e Innovación en Bioingeniería (CI2B), Universitat Politècnica de València (UPV), Camino de Vera SN, 46022, 
Valencia, Spain
2	 Hospital Universitario y Politécnico La Fe, Avinguda de Fernando Abril Martorell, 106, 46026, Valencia, Spain
E-mail: jgarciac@ci2b.upv.es, yiye@ci2b.upv.es, gprats@ci2b.upv.es, jmas@ci2b.upv.es, palberola.rubio@gmail.com  
and perales_alf@gva.es
Keywords: preterm birth, electrohysterogram, uterine electromyogram, temporal analysis, spectral analysis, non-linear analysis, bivariate 
analysis
Abstract",993
paper7,2,"and perales_alf@gva.es
Keywords: preterm birth, electrohysterogram, uterine electromyogram, temporal analysis, spectral analysis, non-linear analysis, bivariate 
analysis
Abstract
Preterm birth (PTB) is one of the most common and serious complications in pregnancy. 
About 15 million preterm neonates are born every year, with ratios of 10–15% of total births. 
In industrialized countries, preterm delivery is responsible for 70% of mortality and 75% of 
morbidity in the neonatal period. Diagnostic means for its timely risk assessment are lacking and 
the underlying physiological mechanisms are unclear. Surface recording of the uterine myoelectrical 
activity (electrohysterogram, EHG) has emerged as a better uterine dynamics monitoring technique 
than traditional surface pressure recordings and provides information on the condition of 
uterine muscle in different obstetrical scenarios with emphasis on predicting preterm deliveries.",942
paper7,3,"than traditional surface pressure recordings and provides information on the condition of 
uterine muscle in different obstetrical scenarios with emphasis on predicting preterm deliveries. 
Objective: A comprehensive review of the literature was performed on studies related to the use 
of the electrohysterogram in the PTB context. Approach: This review presents and discusses the 
results according to the different types of parameter (temporal and spectral, non-linear and 
bivariate) used for EHG characterization. Main results: Electrohysterogram analysis reveals that the 
uterine electrophysiological changes that precede spontaneous preterm labor are associated with 
contractions of more intensity, higher frequency content, faster and more organized propagated 
activity and stronger coupling of different uterine areas. Temporal, spectral, non-linear and bivariate 
EHG analyses therefore provide useful and complementary information. Classificatory techniques",971
